measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Philippines,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2815.30964298747,3246.60475850514,2429.44568312428
Prevalence,Sri Lanka,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,146754.3831158734,169947.3929285147,124019.0498577127
Prevalence,Sri Lanka,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0304822461576858,0.0353021360529865,0.0257587512770415
Prevalence,Sri Lanka,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3047.03302059747,3528.5850209241703,2574.98367051294
Prevalence,Thailand,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,636452.537810226,728131.41382727,547365.6967939883
Prevalence,Thailand,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.032758156503205,0.0374824580053972,0.02817412323915
Prevalence,Thailand,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3274.27195251778,3745.9199616745404,2815.95883795078
Prevalence,Timor-Leste,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,4286.834090823495,4948.200769415582,3630.491184778085
Prevalence,Timor-Leste,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0301879458305815,0.0348454920804458,0.0255664507175327
Prevalence,Timor-Leste,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3018.23636635829,3483.885588729,2556.12423748721
Prevalence,Viet Nam,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,504131.9953223059,576475.385884119,429558.6173534163
Prevalence,Viet Nam,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0288787248628156,0.0330141548219935,0.0246083084243305
Prevalence,Viet Nam,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2885.9337710026302,3300.06783880305,2459.03400686334
Prevalence,Fiji,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,3115.4772533573578,3616.13157228714,2638.1495463074493
Prevalence,Fiji,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0227887662004221,0.0264520171018738,0.0192963138649472
Prevalence,Fiji,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2278.38459360924,2644.51889478069,1929.30931383521
Prevalence,Kiribati,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,285.5167788444651,329.5924167247847,242.40956361230005
Prevalence,Kiribati,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0227068612669753,0.0262108339777468,0.0192777433174188
Prevalence,Kiribati,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2270.1782181203102,2620.62891131817,1927.4275697698201
Prevalence,Marshall Islands,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,105.29526211584296,123.71855405912996,87.65042870328085
Prevalence,Marshall Islands,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0179752644633727,0.0211191931970565,0.0149631969243364
Prevalence,Marshall Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,1797.15662984586,2111.6013692780803,1495.99845128484
Prevalence,Samoa,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,676.373656249906,781.1683231113384,570.8881183981216
Prevalence,Samoa,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0274792844959304,0.0317405827589062,0.0231917521579119
Prevalence,Samoa,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2747.08201025857,3172.70406316672,2318.65399462335
Prevalence,Micronesia (Federated States of),Both,55+ years,Alzheimer's disease and other dementias,Number,2021,300.0740192696014,345.9724070381281,253.8465812837198
Prevalence,Micronesia (Federated States of),Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0228080925646516,0.0262976982889767,0.0192954595517994
Prevalence,Micronesia (Federated States of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2280.34253521281,2629.13663001989,1929.04790001012
Prevalence,Solomon Islands,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1328.4209740907745,1540.8009562711025,1121.4273229049827
Prevalence,Solomon Islands,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.024495428402118,0.0284107997326607,0.0206799508263695
Prevalence,Solomon Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2448.8952986773797,2840.40999924176,2067.31010156627
Prevalence,Papua New Guinea,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,18037.745806052702,20810.93080533084,15285.316320279437
Prevalence,Papua New Guinea,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0219680178276535,0.0253442584085687,0.0186156591913599
Prevalence,Papua New Guinea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2196.23540383507,2533.89217881609,1861.10577354688
Prevalence,Tonga,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,461.9113891296875,533.5377935715288,393.7221271956349
Prevalence,Tonga,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0344042504224654,0.0397387078352801,0.0293235211856202
Prevalence,Tonga,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3439.2687930122697,3972.5798638145097,2931.5497670099
Prevalence,Vanuatu,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,623.0781469354429,728.401807485719,526.6966426203384
Prevalence,Vanuatu,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0217345096069524,0.0254104988793936,0.0183739824052641
Prevalence,Vanuatu,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2172.9187791292097,2540.22384515015,1836.79853206699
Prevalence,Armenia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,27712.96211580596,31798.753545865988,23756.23043403037
Prevalence,Armenia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0352482874216994,0.040446510145148,0.0302134459385404
Prevalence,Armenia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3523.0479703107803,4042.4597583627096,3020.04307814902
Prevalence,Azerbaijan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,45063.71871231186,52008.91732933957,38895.25590582973
Prevalence,Azerbaijan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0235358987303625,0.0271602219663152,0.0203127700762642
Prevalence,Azerbaijan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2352.21520166852,2714.7374752934097,2030.23662557799
Prevalence,Georgia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,42691.21073376533,48662.10799905397,36958.6207807906
Prevalence,Georgia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0406766172279719,0.0463633315102271,0.0352159006567286
Prevalence,Georgia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4066.33871901142,4635.06680893368,3520.30940559212
Prevalence,Kazakhstan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,83639.6989331861,96244.38627887925,71683.95252780929
Prevalence,Kazakhstan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0263665315554646,0.0303393799367088,0.0225955229055252
Prevalence,Kazakhstan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2635.61148960282,3032.80396177681,2258.86811301606
Prevalence,Kyrgyzstan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,22312.73076473524,25449.318687535044,19196.103968570394
Prevalence,Kyrgyzstan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0263982445484038,0.0301078290035503,0.0227160430692086
Prevalence,Kyrgyzstan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2638.21704353892,3009.08154254355,2269.71271214675
Prevalence,Mongolia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,9541.217526481929,10883.105895662977,8239.829285104715
Prevalence,Mongolia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0241762649161482,0.0275771890833559,0.0208790100332423
Prevalence,Mongolia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2416.6846526722597,2756.5701042300198,2087.05743461803
Prevalence,Uzbekistan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,107574.23548639794,123043.78003964089,91989.55405249789
Prevalence,Uzbekistan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0231517555254955,0.0264819986906587,0.0197994978946852
Prevalence,Uzbekistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2314.09585743775,2646.87079007145,1978.84414421284
Prevalence,Tajikistan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,21985.225717050387,25241.62533413738,18805.111720520268
Prevalence,Tajikistan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0214162548372428,0.0245837316907252,0.01832276976304
Prevalence,Tajikistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2140.42093707945,2457.45502213344,1830.81380963506
Prevalence,Turkmenistan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,17793.22558160629,20260.033674797534,15171.819255971965
Prevalence,Turkmenistan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0251557260136565,0.0286471593183161,0.0214496891061706
Prevalence,Turkmenistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2514.2291088284,2862.79551604613,2143.81756878757
Prevalence,Bulgaria,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,96808.53958736062,112490.1944986738,82528.33535586004
Prevalence,Bulgaria,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0407414725962387,0.0473410717747251,0.0347307697168496
Prevalence,Bulgaria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4072.87745593568,4732.62771177355,3472.0882886933596
Prevalence,Albania,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,27086.404930346544,31383.002365364577,23303.64272366964
Prevalence,Albania,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.034463758915468,0.0399265544650231,0.029654189234115
Prevalence,Albania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3444.81875799479,3991.25522594849,2963.73128108141
Prevalence,Bosnia and Herzegovina,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,40153.792934227975,46488.22834128565,34099.12300477768
Prevalence,Bosnia and Herzegovina,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0366732405738349,0.0424587497258637,0.0311413680474569
Prevalence,Bosnia and Herzegovina,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3666.11385706734,4244.45925672987,3113.31155107634
Prevalence,Croatia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,64002.59157546734,74211.68968817368,54510.80974247056
Prevalence,Croatia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0429379323250784,0.0497883420245316,0.0365693322714278
Prevalence,Croatia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4291.655788508409,4976.22080271074,3655.1899916694197
Prevalence,Czechia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,147496.82027371132,169557.1148922167,126373.09326607548
Prevalence,Czechia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0422389766449615,0.0485592656083544,0.0361922002894142
Prevalence,Czechia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4222.0793486864595,4853.552719853979,3617.41511659843
Prevalence,Hungary,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,136488.3882090233,156859.77376243583,116814.81049493566
Prevalence,Hungary,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0429430184193292,0.0493573602797328,0.036756753268637
Prevalence,Hungary,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4291.920724661711,4932.505414641851,3673.27882385749
Prevalence,Montenegro,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,5588.219594266801,6434.239311073647,4744.338728509273
Prevalence,Montenegro,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0320639146839958,0.0369146891215485,0.0272240398289151
Prevalence,Montenegro,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3204.74715305127,3689.9248081390597,2720.79609199678
Prevalence,North Macedonia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,16575.908566434442,19325.161273497928,13912.75140372157
Prevalence,North Macedonia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.027969454539017,0.032609548413727,0.023474560921217
Prevalence,North Macedonia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2795.70702700662,3259.39835839574,2346.53664434077
Prevalence,Poland,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,490468.5363822973,564576.2655484503,421195.3573070277
Prevalence,Poland,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.040499288766268,0.046623079187688,0.0347781950504973
Prevalence,Poland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4048.32254593559,4660.007024259749,3476.54239720764
Prevalence,Romania,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,258794.74018948863,298814.8296864809,220488.53799948745
Prevalence,Romania,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0431099485933475,0.049779915146048,0.0367270696927233
Prevalence,Romania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4309.40301436797,4975.8102766923,3671.5350922235198
Prevalence,Serbia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,109348.6176622951,125882.9346628685,93116.61518089668
Prevalence,Serbia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0389976897501353,0.044893964210746,0.0332075327290679
Prevalence,Serbia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3898.04100571007,4487.45353828265,3319.40532992415
Prevalence,Slovakia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,59475.04570913508,69032.4925343889,50926.12603565139
Prevalence,Slovakia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0362756099305696,0.0421103779546766,0.0310641391659814
Prevalence,Slovakia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3625.91546772092,4208.588315844259,3104.72780478101
Prevalence,Slovenia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,32575.042493945395,37712.34646765824,27797.874489998827
Prevalence,Slovenia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0445084168516755,0.0515248040295067,0.0379789291564984
Prevalence,Slovenia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4448.99493761902,5150.63145509422,3796.54463706564
Prevalence,Belarus,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,108054.42033555148,124710.30049056644,92642.5109936098
Prevalence,Belarus,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0375787143233781,0.0433689017090583,0.0322187028120711
Prevalence,Belarus,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3756.3207288813705,4335.33293115646,3220.5529708109602
Prevalence,Estonia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,20848.9034383098,24004.112861710728,17821.65966828783
Prevalence,Estonia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.047684487854517,0.0548978259590593,0.0407605398319137
Prevalence,Estonia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4765.73231828238,5486.96370412211,4073.75187370883
Prevalence,Latvia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,31055.80754421006,35960.85705457878,26521.6132865913
Prevalence,Latvia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0472132321605754,0.0546730115182806,0.0403200555493357
Prevalence,Latvia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4719.58781516671,5465.01399250794,4030.5209493512602
Prevalence,Lithuania,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,44226.8341741275,51074.04137823347,37972.03335236792
Prevalence,Lithuania,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.045714781933446,0.0527892979504835,0.0392483612460489
Prevalence,Lithuania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4569.92547622987,5277.44224127506,3923.62161664174
Prevalence,Russian Federation,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1564471.034334112,1804113.509811094,1345566.6219331203
Prevalence,Russian Federation,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0368130925095464,0.0424549119916962,0.0316620039620063
Prevalence,Russian Federation,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3680.65611594434,4244.45149703289,3165.65018318583
Prevalence,Republic of Moldova,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,38138.6281002418,43640.84719119266,32459.277359700747
Prevalence,Republic of Moldova,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0361389819880803,0.0413500005889926,0.0307575561783017
Prevalence,Republic of Moldova,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3612.18356987616,4133.30943066886,3074.28122638792
Prevalence,Ukraine,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,513894.9832720271,597002.7448133414,441453.3284759774
Prevalence,Ukraine,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0378580484292865,0.0439805478304734,0.0325193234535432
Prevalence,Ukraine,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3784.74249687923,4396.815949947791,3251.2229678401
Prevalence,Japan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,3326449.5235439306,3829623.7133772406,2850932.8135609934
Prevalence,Japan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0638367800910773,0.0735024416518528,0.0546981190427615
Prevalence,Japan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,6372.3977060263405,7336.31615130291,5461.46201605856
Prevalence,Brunei Darussalam,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1231.456915900492,1424.5846050650637,1051.2366645561733
Prevalence,Brunei Darussalam,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0205911822775087,0.0238190381116269,0.0175746881230019
Prevalence,Brunei Darussalam,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2056.7269941118598,2379.2806510741602,1755.73079112701
Prevalence,Republic of Korea,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,677527.2583710002,769255.8298785503,588999.5462698708
Prevalence,Republic of Korea,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.04057386047568,0.046084598673088,0.035283141743599
Prevalence,Republic of Korea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4051.28583633027,4599.77839946174,3521.93286679758
Prevalence,Singapore,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,42444.46969865252,46812.31446608264,37729.67111117968
Prevalence,Singapore,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0280106895986602,0.0308961769085648,0.0248968738230316
Prevalence,Singapore,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2794.55529533593,3082.1353690343103,2484.13168885409
Prevalence,Australia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,293946.33399174333,331416.22116526414,256048.53336026665
Prevalence,Australia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0397159112014515,0.0447863589342027,0.0345995948583399
Prevalence,Australia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3968.0509534356797,4473.86580577601,3456.4595963103698
Prevalence,New Zealand,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,61334.788042227,70852.05334667707,52368.48764529755
Prevalence,New Zealand,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0430301918388484,0.0497025769483148,0.0367421451081829
Prevalence,New Zealand,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4299.9028174758005,4967.11496907067,3671.3163077686504
Prevalence,Austria,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,141580.94267341823,165214.8683701594,120205.52554814224
Prevalence,Austria,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0479531363372373,0.055964839252634,0.0407115960708788
Prevalence,Austria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4790.9524478065905,5590.70001290978,4067.63047335518
Prevalence,Cyprus,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,13386.722696865134,15587.62954819433,11287.907778719442
Prevalence,Cyprus,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0383357028310707,0.0446393186576477,0.0323280858646952
Prevalence,Cyprus,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3830.23154950944,4459.95870905288,3229.7151051114997
Prevalence,Denmark,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,63232.47295294127,72245.87581421585,54648.50127711032
Prevalence,Denmark,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0328840494426341,0.0375793287647757,0.0284155158927144
Prevalence,Denmark,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3284.42385858259,3752.59842177923,2838.5548286859
Prevalence,Finland,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,94301.31496387206,108888.6292690383,79142.63725214262
Prevalence,Finland,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0468930873868693,0.05414854449234,0.03935573638012
Prevalence,Finland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4685.39106261183,5410.16644988103,3932.2273013348904
Prevalence,Belgium,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,195870.5008684332,226818.79919477127,166719.7476218135
Prevalence,Belgium,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0518501691807658,0.0600340154451297,0.0441394134133802
Prevalence,Belgium,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,5180.70015577028,5999.27086064525,4409.67383370546
Prevalence,Andorra,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1058.9794687003623,1220.9529713250963,897.7412182307621
Prevalence,Andorra,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0400623222977094,0.0461879058288847,0.033962908147741
Prevalence,Andorra,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4001.9234756641404,4614.02746988509,3392.59802715359
Prevalence,France,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,911446.248291192,1033067.8646328436,793550.3955678314
Prevalence,France,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0412521196122026,0.0467567357618685,0.0359160955946505
Prevalence,France,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4122.30306567807,4672.375176719041,3589.08189545172
Prevalence,Greece,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,209689.24034856408,243790.90361959583,178575.85517137905
Prevalence,Greece,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0570920031817132,0.0663816220712197,0.0486171028994228
Prevalence,Greece,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,5705.1316869639995,6632.95458995289,4858.61252666751
Prevalence,Germany,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1971203.219235737,2247030.55578814,1701906.3696501302
Prevalence,Germany,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0626124868009653,0.0713801715909651,0.0540524508281745
Prevalence,Germany,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,6255.02748307929,7130.28354693087,5400.4939784527405
Prevalence,Iceland,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,4455.066186641683,5029.689858256744,3800.523436005735
Prevalence,Iceland,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0458104887740124,0.0517435977294407,0.0390811070193083
Prevalence,Iceland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4574.63888857649,5164.685295148161,3902.52839776643
Prevalence,Ireland,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,52773.350443891686,61000.22262704253,44641.1996519996
Prevalence,Ireland,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.040257024014844,0.0465326262227236,0.0340527779858249
Prevalence,Ireland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4021.2301453020195,4648.10234777106,3401.57553487008
