measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Bosnia and Herzegovina,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3676.33611962106,4253.61940907575,3136.90909599747
Prevalence,Bulgaria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3960.9947061012404,4571.329028437171,3376.9569004540604
Prevalence,Albania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3352.19669387924,3872.17174559698,2873.7435562106302
Prevalence,Turkmenistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2734.70636398115,3114.92354013882,2363.86748144024
Prevalence,Uzbekistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2485.97171201718,2847.47045796781,2133.01702260177
Prevalence,Tajikistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2411.67951077426,2770.44506238051,2092.46436952972
Prevalence,Mongolia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2474.43109758661,2840.90934818722,2117.97993931661
Prevalence,Singapore,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2475.92679166844,2749.3061100168698,2189.89046694921
Prevalence,Japan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,6055.00660249502,6937.62270340758,5192.30374689855
Prevalence,Republic of Korea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3947.11293535918,4444.81545380411,3440.8800942243597
Prevalence,Slovenia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4318.44365327822,4959.71738547599,3687.8487671101198
Prevalence,Slovakia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3485.67188492895,4001.92912216114,2994.29980332837
Prevalence,Brunei Darussalam,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1988.10097297949,2298.00763206686,1689.48667250239
Prevalence,Ukraine,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3765.8929483804804,4364.6599528180595,3204.21936444041
Prevalence,Russian Federation,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3624.00228413723,4177.27558948367,3105.84319771587
Prevalence,Republic of Moldova,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3503.19545496829,4000.0384279505897,3038.43125523765
Prevalence,Belarus,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3879.4005763935197,4488.26560050836,3325.0852449298104
Prevalence,Lithuania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4413.00469079695,5074.66169700069,3752.8262057301804
Prevalence,Latvia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4534.72666794428,5240.34032895303,3880.2220914867903
Prevalence,Estonia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4504.98536232261,5169.43356234601,3817.4919218708696
Prevalence,Israel,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4094.1758962529,4747.92315405963,3466.7629459993
Prevalence,Andorra,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4330.57486756254,5012.8704016857,3690.48614566445
Prevalence,Ireland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3950.1003212112,4588.33297236615,3372.7762135270996
Prevalence,Iceland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4495.25287945471,5102.10048371385,3874.8753050089103
Prevalence,Austria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4830.08145048653,5569.18972092766,4123.807760734189
Prevalence,Greece,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,5519.85209718246,6412.342237506819,4683.0321626469895
Prevalence,Germany,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,6078.69856229317,7010.0817636673,5169.95834060553
Prevalence,France,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3965.93523505288,4479.48848926301,3436.60067565974
Prevalence,New Zealand,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4244.64107695613,4879.05688709069,3660.1031362426997
Prevalence,Cyprus,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3576.6450094904203,4167.53726768565,3016.18450614649
Prevalence,Australia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3891.33087198433,4382.11606760453,3415.75092537907
Prevalence,Belgium,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,5296.59714550585,6124.0587220538,4480.86208607286
Prevalence,Denmark,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3143.5827734383997,3610.90127390915,2720.77186759992
Prevalence,Finland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4428.12129987217,5126.07129868642,3770.3403413805
Prevalence,Spain,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4546.52560476518,5158.0386789389495,3987.4733225871496
Prevalence,Switzerland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4860.12658663411,5607.56553272715,4114.09112067782
Prevalence,United Kingdom,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4331.01699171748,4945.42006319705,3726.9293336391097
Prevalence,Norway,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4461.93856052487,5149.69453675958,3818.71441900737
Prevalence,Netherlands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4609.4848430252505,5244.42130005621,3995.61778015151
Prevalence,Sweden,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,5280.85293263542,6045.508977294619,4542.2356660655
Prevalence,Chile,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3426.486598075,3937.94952329243,2948.73933221803
Prevalence,Portugal,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,5014.05534713016,5824.96815610174,4231.45851819445
Prevalence,Malta,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4088.41355735283,4744.06378098515,3494.4071544739304
Prevalence,Canada,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,5182.14194027041,5772.9747595914,4558.67244012904
Prevalence,Uruguay,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4240.77593123864,4870.74261762698,3652.3606207012103
Prevalence,Argentina,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3662.3386245551496,4196.8325752637,3136.6625382520197
Prevalence,Italy,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,5226.8708860172,5997.01459675341,4476.65368454675
Prevalence,Luxembourg,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3212.14049579181,3745.82561404618,2720.98234051467
Prevalence,Cuba,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3191.9104639219904,3616.76349831304,2774.60757150912
Prevalence,Dominican Republic,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3079.13854923302,3525.64515362994,2673.5666886649497
Prevalence,Haiti,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2154.43234232916,2468.29279465743,1844.4894284441598
Prevalence,Jamaica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3984.5564182979597,4553.17635145703,3451.44640066573
Prevalence,Saint Lucia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3086.9970386159703,3549.41788274661,2638.82834306952
Prevalence,Saint Vincent and the Grenadines,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2914.39762832167,3330.5498682863804,2492.9131605653297
Prevalence,Belize,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2755.4827719035598,3151.14350977484,2386.56167247823
Prevalence,Bahamas,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2559.87627050526,2912.95447971343,2206.68431847163
Prevalence,Dominica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2903.43989062053,3332.3668068433003,2505.1415465200103
Prevalence,Grenada,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2476.5428504278298,2835.6269341639004,2146.53677862291
Prevalence,Guyana,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2415.12604907958,2753.00048003533,2075.9493654378
Prevalence,Barbados,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3106.58720735644,3587.1347596053197,2666.1655469202997
Prevalence,Antigua and Barbuda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2632.1418715790996,3011.5712834677,2272.7131847094
Prevalence,United States of America,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4690.33619319853,5362.95493782035,4061.876000754
Prevalence,Panama,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3642.06284845943,4183.96671059348,3150.59055744817
Prevalence,Mexico,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2738.32908759348,3149.8886094324503,2361.4706895478703
Prevalence,Nicaragua,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3320.7589730839504,3792.36556264221,2863.83990461157
Prevalence,Venezuela (Bolivarian Republic of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3763.0367392490602,4258.39811538354,3288.83222883335
Prevalence,Honduras,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2900.1804926313102,3326.18875354023,2482.93204132156
Prevalence,Guatemala,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3207.5680218635202,3682.66554493272,2757.68389780819
Prevalence,El Salvador,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4182.1245617765,4772.428324195261,3623.28301590345
Prevalence,Ecuador,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2433.70617925615,2786.67172968367,2094.36357898726
Prevalence,Costa Rica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3566.2467408614402,4058.64015374649,3070.34199122902
Prevalence,Colombia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3615.4714932303696,4114.87781099307,3109.2975286605597
Prevalence,Peru,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2558.38365892764,2926.9846598826603,2222.37827892001
Prevalence,Trinidad and Tobago,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2831.70813960554,3228.74263275066,2455.32537331968
Prevalence,Suriname,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2945.27514755102,3358.30271721719,2543.39861393822
Prevalence,Bolivia (Plurinational State of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2131.4651268060097,2442.19242182001,1830.85240800406
Prevalence,Palestine,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3192.33398713867,3666.8724706086896,2746.85457591664
Prevalence,Iraq,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3186.5467986068998,3652.1774325294796,2748.42981520263
Prevalence,Morocco,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3497.56475504949,4008.56699933448,3006.24585280561
Prevalence,Libya,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3704.9442243968797,4231.64416018304,3209.6150541230895
Prevalence,Lebanon,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,5325.0808724918,6093.75223945051,4616.19971511301
Prevalence,Jordan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3106.26263264339,3569.93674973333,2644.0645979434603
Prevalence,Iran (Islamic Republic of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3870.8570042386896,4455.3494634668305,3335.93046118039
Prevalence,Egypt,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2402.22287306893,2713.45015458888,2067.79611498548
Prevalence,Kuwait,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3539.37753564969,4035.00994204932,3033.43119891714
Prevalence,Paraguay,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3622.70288201547,4119.96607267846,3133.39769798854
Prevalence,Brazil,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3991.68377236421,4550.01114211487,3499.2314394064097
Prevalence,Algeria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3483.57446762711,4041.07806139738,2979.0970597871
Prevalence,Bahrain,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2033.77834815163,2333.9101372180803,1739.16555309228
Prevalence,Pakistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1822.5895409888299,2092.9822960248803,1563.0557004811901
Prevalence,Nepal,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2002.43504140699,2283.04546035218,1706.07322327545
Prevalence,United Arab Emirates,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1235.03599111341,1450.37987765384,1026.61673266499
Prevalence,India,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1818.81924794989,2094.29856431713,1552.95470513502
Prevalence,Afghanistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3979.90199779645,4577.92872202474,3396.3154664745803
Prevalence,Bhutan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2217.56350677802,2538.14434608325,1895.18536785383
Prevalence,Tunisia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3888.57929535492,4438.13340173667,3328.0543277615398
Prevalence,Bangladesh,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2043.96174518537,2347.15676443152,1750.8043307954
Prevalence,Saudi Arabia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2258.6934621300397,2607.0744814846803,1936.69055612403
Prevalence,Qatar,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1704.52934362233,1963.06174985292,1452.22055930531
Prevalence,Türkiye,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4243.54536045601,4823.03869348431,3669.66499749186
Prevalence,Syrian Arab Republic,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3078.72052003203,3563.8247999019804,2628.11533880023
Prevalence,Yemen,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3236.373860459,3690.85211594263,2770.05341230212
Prevalence,Oman,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2792.4598635072603,3206.30294800108,2385.2723208193297
Prevalence,Madagascar,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1975.8546319936902,2267.35984326091,1690.6701819733398
Prevalence,Kenya,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2414.97796907676,2763.52845646929,2071.51297581743
Prevalence,Ethiopia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2619.6517654428103,3006.1125888136303,2238.28047404438
Prevalence,Eritrea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2049.3153202122803,2347.79957377881,1747.20920750264
Prevalence,Djibouti,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2006.38720520286,2295.00543296696,1709.5038878063
Prevalence,Comoros,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2595.81216803493,2966.0498165016697,2214.62585194062
Prevalence,Gabon,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3001.6043437831304,3423.4924666047395,2572.99041965035
Prevalence,Burundi,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2210.3393941121903,2517.05330369244,1890.42320467736
Prevalence,Central African Republic,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2479.16231481988,2853.8094003668803,2095.31914301557
Prevalence,Angola,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2537.25400363845,2897.73145240521,2160.32308199091
Prevalence,Equatorial Guinea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3010.02844728002,3456.48954153495,2567.59112847499
Prevalence,Zimbabwe,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2160.24652749309,2471.13396481149,1830.9549914978697
Prevalence,Democratic Republic of the Congo,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2807.70326687797,3203.23738663068,2398.66368721821
Prevalence,Congo,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2653.33828805898,2917.49845094657,2380.6597094534
Prevalence,South Africa,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2785.45193041408,3201.4819923186797,2393.56510697586
Prevalence,Eswatini,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2047.48381283101,2357.38619635979,1735.9723295665299
Prevalence,Namibia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2460.83024217109,2825.11546464487,2098.87952378938
Prevalence,Lesotho,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2359.0798142094,2684.9333354578303,2005.88707195255
Prevalence,Botswana,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2393.57967874208,2755.42963629409,2052.14913020966
Prevalence,Uganda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2486.5166837236798,2829.04363294069,2130.43789431784
Prevalence,Zambia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2419.9970167954402,2766.18718492589,2071.87095844628
Prevalence,United Republic of Tanzania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2580.4782907294402,2897.6582765366397,2260.34330828005
Prevalence,Somalia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1816.17313418854,2084.66891526356,1537.38938809203
Prevalence,Rwanda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2313.54033129132,2631.01881303377,1989.2894941012498
Prevalence,Mali,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1755.1589484768201,2009.0429739503797,1489.86799997572
Prevalence,Nigeria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1595.1411852591202,1831.86369791268,1369.393559074
Prevalence,Seychelles,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3140.41847487935,3634.50082791134,2661.8469279577803
Prevalence,Niger,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1634.78702744244,1867.19736738867,1390.27242264894
Prevalence,Guinea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2127.49142662305,2429.90193173844,1821.868838873
Prevalence,Mauritania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2022.61691261441,2309.84974313208,1729.58459746483
Prevalence,Liberia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1861.61436471927,2126.4912260977103,1602.1823843597099
Prevalence,Mauritius,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3129.70210376182,3556.33980106069,2709.72902456998
Prevalence,Ghana,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1685.4752372736402,1937.70407322445,1433.19621163029
Prevalence,Chad,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1816.12205647289,2075.9309320869797,1549.45912240563
Prevalence,Gambia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2051.63103761081,2359.50132542509,1744.32744707095
Prevalence,Cabo Verde,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2683.1151498044997,3092.3102794879,2295.4093606555098
Prevalence,Guinea-Bissau,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1525.6507418012002,1758.31153810918,1301.84818553675
Prevalence,Mozambique,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2307.9281912834904,2635.43815146815,1968.4982894658299
Prevalence,Malawi,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2445.00927263622,2801.71198981987,2088.58912317057
Prevalence,Bermuda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3457.1137354437396,3963.73912399131,2958.12063880984
Prevalence,Côte d'Ivoire,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1646.58393634875,1887.66026722634,1409.9053458051699
Prevalence,American Samoa,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2660.82234398226,3099.81320726856,2247.1985918893997
Prevalence,Cameroon,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1681.7490183943298,1932.8507924016799,1435.6156231980701
Prevalence,Burkina Faso,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1921.35864267876,2200.505464239,1643.6297305946803
Prevalence,Benin,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1933.7627992813502,2216.93036613256,1685.0622237549899
Prevalence,United States Virgin Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2773.22180694788,3216.78254526596,2353.44898525633
Prevalence,Tuvalu,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2710.7201947459503,3142.49726900647,2301.47578499888
Prevalence,Saint Kitts and Nevis,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2197.96957994052,2510.8731967796098,1886.35753266592
Prevalence,Togo,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1594.47321666835,1829.30713976362,1359.6739070691601
Prevalence,Puerto Rico,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3911.64902875722,4476.21164331444,3392.18807478081
Prevalence,San Marino,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,5299.34490844012,6126.909109738151,4535.233632583921
Prevalence,Tokelau,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3724.31604330621,4327.44928298681,3136.5755595099
Prevalence,Palau,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2101.35591560224,2459.74271386293,1748.8429591410797
Prevalence,Monaco,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,4992.06471421806,5765.1694129705,4237.00762367683
Prevalence,Northern Mariana Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1986.51148828326,2303.73200106967,1676.8212334786099
Prevalence,Niue,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3270.94246855962,3829.1280573465597,2736.24693386842
Prevalence,Sao Tome and Principe,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1881.50732749932,2153.1867476615703,1602.77113728763
Prevalence,Nauru,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2301.67602137775,2681.66112776201,1944.5512043404601
Prevalence,Senegal,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1931.6539574684,2209.56111391136,1656.8377522005
Prevalence,Sierra Leone,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,1990.6279929701902,2275.66085316261,1698.85878362867
Prevalence,Cook Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3325.9849878802197,3869.80336742517,2805.87920592679
Prevalence,Sudan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3442.00345189954,3933.7854763093496,2966.32995115024
Prevalence,Guam,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,3516.75969724437,4030.22972611227,3000.95504780045
Prevalence,Greenland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2857.53837895695,3286.42210688331,2445.95283389322
Prevalence,South Sudan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2016,2347.72772193116,2671.3866363930997,2014.1903552792498
