measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Malaysia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2876.18343815079,3303.7694807783605,2468.31331901235
Prevalence,Solomon Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2522.23109850345,2923.14125374431,2133.30607390373
Prevalence,Samoa,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2912.6892477481197,3390.4355722093596,2458.5517959948897
Prevalence,Tajikistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2545.1552040290303,2908.97273962804,2198.4792160521497
Prevalence,Democratic People's Republic of Korea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2877.8799823536797,3347.7073596275304,2433.5473872954103
Prevalence,Micronesia (Federated States of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2438.66571897727,2809.07244894225,2074.27415964208
Prevalence,Kiribati,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2403.0006988804203,2782.65003050409,2039.4914163419899
Prevalence,Turkmenistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2812.86652971309,3212.24055984331,2430.9732049402
Prevalence,Fiji,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2221.46252598868,2579.8595958502196,1870.0143690017298
Prevalence,Serbia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3585.40264605894,4121.09242549569,3068.01604800034
Prevalence,China,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3787.62627369777,4400.04390744625,3196.1358348394397
Prevalence,Marshall Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1706.14890563966,1978.1104726492301,1414.28477863696
Prevalence,Mongolia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2519.76099057695,2900.9947918006496,2154.18327970587
Prevalence,Romania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3804.5306877710195,4411.566451083209,3233.1503171909803
Prevalence,Poland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3815.98744722446,4397.5745426314,3268.1277393226
Prevalence,Singapore,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2409.3030487442097,2673.93887390303,2136.26071942239
Prevalence,Republic of Korea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3973.03992072663,4472.79967567691,3458.18353844637
Prevalence,Japan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5762.39489220333,6606.39634802538,4941.874148707099
Prevalence,Czechia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3838.31485354562,4406.93780667993,3298.0000063092903
Prevalence,Montenegro,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3428.19391336469,3955.17986164514,2951.40981371564
Prevalence,North Macedonia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2790.54535715906,3254.6465167293504,2328.9926136939503
Prevalence,Hungary,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3932.5321084236602,4534.616241736529,3321.8648346669897
Prevalence,Croatia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4092.33021774568,4725.88488873721,3466.1149461974196
Prevalence,Bulgaria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3916.1257803057,4527.19599106783,3332.10413563637
Prevalence,Brunei Darussalam,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2029.8949072158598,2348.21267577019,1724.92700682633
Prevalence,Bosnia and Herzegovina,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3651.6696153964704,4227.05222651594,3116.5718226091503
Prevalence,Republic of Moldova,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3520.08100010968,4036.49183493967,3045.41958737354
Prevalence,Ukraine,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3767.0181750452302,4357.49430168906,3188.7192617414303
Prevalence,Albania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3338.7419475971,3854.10592793394,2859.96236062004
Prevalence,Uzbekistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2594.98620418398,2976.66959765314,2229.04107674806
Prevalence,Russian Federation,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3660.8892210041504,4222.21142034345,3137.2126143033597
Prevalence,Lithuania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4396.98591836254,5078.10785939471,3721.3657086181697
Prevalence,Denmark,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3129.30413982711,3586.27769915309,2698.47273203542
Prevalence,Latvia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4486.93338026275,5167.59471474395,3834.56923230823
Prevalence,Estonia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4443.904327313429,5133.81032731592,3757.67424610225
Prevalence,Belgium,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5321.38553653902,6155.35742503649,4496.37321720969
Prevalence,Belarus,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3938.89230033004,4576.05652550661,3367.2518423426905
Prevalence,Slovenia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4240.0164983164605,4880.97253363238,3627.6986375603497
Prevalence,Cyprus,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3539.5666160636897,4126.69102812085,2982.09584236221
Prevalence,New Zealand,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4279.97994121577,4913.34762201923,3694.02310067401
Prevalence,Israel,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4053.83082362733,4705.92626675478,3446.35807994606
Prevalence,Austria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4834.425892307479,5603.75660271583,4113.29524325893
Prevalence,Ireland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3966.48076930799,4591.01647529315,3387.47746031476
Prevalence,Andorra,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4451.3158132045,5158.194806548489,3797.8352983026202
Prevalence,Australia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3909.48060304623,4392.9252679685305,3427.9668316783896
Prevalence,France,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3910.9473161629003,4410.751922637,3380.11143170281
Prevalence,Finland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4348.54983269868,5031.15657119838,3700.3788302287803
Prevalence,Slovakia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3467.3120723315,3988.06410380257,2967.46793486355
Prevalence,Greece,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5349.821751256391,6209.99565614768,4542.935070277071
Prevalence,Germany,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5982.02216501349,6873.8081977848005,5064.15182304684
Prevalence,Canada,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5233.9380117816,5848.84038104469,4565.68341706204
Prevalence,Iceland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4537.79532522258,5157.48722554853,3906.91851580361
Prevalence,Chile,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3431.59908903669,3944.38399700106,2955.34163905375
Prevalence,Uruguay,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4231.79154148433,4860.198437772619,3634.29327085406
Prevalence,Argentina,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3700.96089546674,4244.81870980197,3154.05635435815
Prevalence,Haiti,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2183.99041957053,2505.8248745741403,1874.5001064788098
Prevalence,Saint Lucia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3127.7440299075697,3591.14650702628,2661.02774234599
Prevalence,United Kingdom,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4384.03300858415,5003.17514034789,3775.57504038799
Prevalence,Switzerland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4893.2729610352,5647.38026086088,4154.593190591971
Prevalence,Jamaica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4113.96227758617,4706.11472961692,3558.2401371072297
Prevalence,Cuba,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3198.6750908062204,3624.72544565395,2787.42791333399
Prevalence,Guyana,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2456.01464473458,2799.56807093148,2115.79919182795
Prevalence,Grenada,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2483.33203383404,2842.83216555827,2159.31945827482
Prevalence,Dominican Republic,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3075.1087583663802,3519.2987193703298,2667.56090062603
Prevalence,Sweden,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5235.47636349281,5988.06883144258,4488.72252478712
Prevalence,Spain,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4569.0746553747895,5137.54822642273,3998.5620086423
Prevalence,Netherlands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4602.2069067004995,5249.44690346964,4000.40038475859
Prevalence,Dominica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2991.72304088157,3428.4146109772296,2559.81607779854
Prevalence,Saint Vincent and the Grenadines,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2970.4276146319803,3402.38976469482,2539.51110321779
Prevalence,Belize,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2809.54792709005,3211.86006928482,2434.05256189808
Prevalence,Norway,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4522.16888524914,5208.93173948011,3871.56986198934
Prevalence,Malta,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3976.0833271694196,4614.4994672384,3394.47933876343
Prevalence,Portugal,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4924.77372091266,5715.52937636105,4174.69972836745
Prevalence,Luxembourg,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3241.1428848196497,3774.78878247489,2752.00963445024
Prevalence,Barbados,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3169.8330145946,3669.25510552574,2718.83767248261
Prevalence,Bahamas,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2590.50197021478,2952.62093150889,2222.34021223112
Prevalence,Antigua and Barbuda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2698.91130680636,3094.73653920945,2321.27176152233
Prevalence,Italy,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5003.3194806858,5742.43290653153,4293.7248628471
Prevalence,United States of America,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4745.9749146397,5441.48705942094,4104.11551647009
Prevalence,Venezuela (Bolivarian Republic of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3828.43594911026,4331.93267853801,3350.40369565669
Prevalence,Nicaragua,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3340.81644869822,3808.19216633321,2869.07452956292
Prevalence,Panama,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3641.2456278449004,4182.63961119557,3151.51757741423
Prevalence,Honduras,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2907.22026122122,3330.4809593165,2492.8216656558598
Prevalence,Palestine,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3254.45695887931,3736.05249555281,2796.50519555442
Prevalence,Mexico,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2757.377389842,3166.3635532827902,2379.2541791552503
Prevalence,Libya,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3786.89067635727,4327.50305442907,3279.0504634072704
Prevalence,Guatemala,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3174.89641742417,3641.8368387277396,2718.1791376188603
Prevalence,Morocco,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3547.3058953187397,4084.7909499497596,3059.67018470983
Prevalence,Lebanon,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5204.42912877672,5960.33058702077,4495.600960119999
Prevalence,El Salvador,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4196.357389740389,4786.63977795136,3639.50814879557
Prevalence,Jordan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3125.0974543204698,3587.7953620581798,2654.97413591548
Prevalence,Kuwait,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3632.815380293,4133.33617862956,3113.1191278838796
Prevalence,Iraq,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3209.1122909248897,3665.7411932398095,2770.3677195659598
Prevalence,Costa Rica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3584.2159965454703,4092.9759092316294,3080.95431643687
Prevalence,Colombia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3586.9761788422597,4087.1939521584,3099.9810690098802
Prevalence,Egypt,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2417.78437808969,2722.20923423578,2079.95110369171
Prevalence,Ecuador,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2438.06608376575,2794.17279804409,2095.97629024485
Prevalence,Bolivia (Plurinational State of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2135.43145460944,2449.55453079571,1829.16990130327
Prevalence,Peru,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2545.68608381375,2923.5404496914903,2211.86282676283
Prevalence,Bahrain,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2045.6036972096601,2345.21283609033,1758.1280437421601
Prevalence,Iran (Islamic Republic of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3900.99043751657,4489.279336777599,3356.94598384589
Prevalence,Suriname,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2985.69704384793,3406.85546486279,2575.56278007244
Prevalence,Trinidad and Tobago,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2828.91794659954,3230.7794410406896,2449.3203138908098
Prevalence,Brazil,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3994.8319894945503,4546.96711147965,3506.98910970104
Prevalence,Paraguay,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3683.59061679409,4196.13318715406,3173.68510856245
Prevalence,Algeria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3479.56735173864,4031.82887027898,2974.70147043316
Prevalence,Pakistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1850.3349645568999,2123.57575425122,1584.62061721939
Prevalence,Nepal,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2003.7616627950301,2285.42652106767,1709.5538840441598
Prevalence,Saudi Arabia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2332.1406607336703,2686.0019360665897,1994.20777663608
Prevalence,Bhutan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2196.16171025967,2512.6910200030597,1873.50731510611
Prevalence,Syrian Arab Republic,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3096.34160798122,3580.78273979007,2647.33677225052
Prevalence,India,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1836.2351859574699,2114.5338041394302,1568.54525757503
Prevalence,United Arab Emirates,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1245.1868952513,1448.87428044119,1042.0959005099
Prevalence,Tunisia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3940.9509933307504,4517.44014285875,3374.04258325941
Prevalence,Bangladesh,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1985.6735791175702,2283.62222671178,1702.67919543258
Prevalence,Madagascar,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2016.6698069431998,2311.4905822036,1729.4028829259098
Prevalence,Qatar,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1657.9183396802598,1913.3940545320302,1412.05870677822
Prevalence,Yemen,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3233.97945771942,3699.2519522603397,2763.65391779001
Prevalence,Afghanistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3802.6577946390203,4365.63970398311,3236.51317567637
Prevalence,Djibouti,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2004.0653190682,2293.35598302997,1701.7262091028301
Prevalence,Kenya,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2454.92224279183,2810.94188089485,2107.2914174689
Prevalence,Türkiye,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,4313.6874980373605,4893.79067024501,3733.03842296009
Prevalence,Ethiopia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2572.47469626342,2956.0972032172403,2196.41482483064
Prevalence,Eritrea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2028.41363246795,2327.92404837324,1725.74052224209
Prevalence,Comoros,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2584.15971823899,2953.0266009452002,2197.80900430761
Prevalence,Oman,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2871.98720223306,3305.6123268145298,2465.72141261284
Prevalence,Burundi,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2233.63959034915,2547.5680201702803,1904.6716921721302
Prevalence,Congo,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2706.37612357215,2972.55359607037,2426.03599510188
Prevalence,Equatorial Guinea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3002.3476561687303,3442.4541806070997,2564.54566012768
Prevalence,Democratic Republic of the Congo,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2876.69383112099,3279.7454519778303,2452.35507622538
Prevalence,Gabon,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3080.39399022395,3520.36722654868,2625.7310975305
Prevalence,Uganda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2501.5661195111697,2848.88043525622,2138.92452690258
Prevalence,Zambia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2450.6248063483604,2797.23029064313,2092.81660383344
Prevalence,South Africa,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2808.25299612141,3227.45866592412,2412.1739538004
Prevalence,United Republic of Tanzania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2602.19760333633,2916.33354106936,2281.27539396075
Prevalence,Lesotho,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2356.7955814509,2690.58609980862,2007.99488838283
Prevalence,Angola,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2534.86969415554,2899.8094864794098,2161.03209516105
Prevalence,Botswana,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2441.39064669004,2814.6483313571,2101.3711298781
Prevalence,Somalia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1762.10126515555,2022.49779144211,1496.6579985536598
Prevalence,Zimbabwe,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2178.98102310478,2490.39935254344,1853.6846962346601
Prevalence,Namibia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2472.74914525395,2831.6074892002703,2108.27257199004
Prevalence,Eswatini,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2011.8981828804901,2317.09207232038,1707.2844489669499
Prevalence,Seychelles,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3265.1614621893495,3780.76997221462,2769.44536040681
Prevalence,Central African Republic,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2515.4026525539,2890.20322851215,2128.4205877376403
Prevalence,Mozambique,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2345.80345445693,2678.28734385,2002.20459624934
Prevalence,Mauritius,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3125.1499093964803,3557.4872770631496,2703.51982494516
Prevalence,Rwanda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2303.87395746385,2620.16851980898,1973.42410823787
Prevalence,Malawi,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2438.94392512992,2782.19905652029,2080.45636244658
Prevalence,Nigeria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1624.49868946489,1868.2498259662402,1393.78634071444
Prevalence,Niger,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1642.2184390350901,1871.22768638418,1399.22683890337
Prevalence,Mauritania,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2052.0972848833403,2349.61856742692,1754.4387443728601
Prevalence,Bermuda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3394.52232157306,3884.1350280507695,2908.63990180892
Prevalence,Mali,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1747.3401492006699,2002.54807873838,1478.12725217193
Prevalence,Guinea-Bissau,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1539.09112271017,1772.98458175597,1312.90421645668
Prevalence,American Samoa,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2681.27332762749,3129.26935897576,2253.01922326793
Prevalence,Liberia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1901.6441780068199,2171.6140912411497,1631.96513162974
Prevalence,Guinea,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2176.24075633922,2484.1847340335703,1859.6483520879299
Prevalence,Ghana,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1685.7278034436201,1936.3614642647399,1432.3001303040799
Prevalence,Côte d'Ivoire,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1658.14251133947,1897.99751000627,1415.5591518429799
Prevalence,Cameroon,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1690.03325087613,1944.21297950678,1441.26011732854
Prevalence,Gambia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2058.0630473457,2369.7299109243004,1746.73033436946
Prevalence,Chad,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1851.57792434768,2113.52437512805,1580.7207933282202
Prevalence,Benin,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1969.07524766436,2257.27527136943,1714.9113129888
Prevalence,Cabo Verde,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2850.57056408954,3271.21208633709,2440.1564706059703
Prevalence,Burkina Faso,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1942.75615513441,2230.41846547479,1664.1611342971498
Prevalence,Sao Tome and Principe,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1955.6848221869102,2243.66058461262,1666.3568512488398
Prevalence,United States Virgin Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2636.55551474991,3052.2568544506,2229.93563829138
Prevalence,Tuvalu,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2738.19478086463,3189.00536363323,2328.7127872898
Prevalence,Togo,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1604.84611531313,1839.39471975204,1365.50501994015
Prevalence,Puerto Rico,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3789.0761643920896,4338.9281241096105,3272.45629584269
Prevalence,Tokelau,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3794.78207850659,4420.41779544051,3189.9591151859004
Prevalence,San Marino,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5392.62040067469,6217.75090467647,4617.64310548503
Prevalence,Senegal,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,1932.10089834047,2211.02063867827,1654.4052471021398
Prevalence,Northern Mariana Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2007.2662813438901,2327.87788269254,1700.8253190009998
Prevalence,Niue,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3371.1801923605103,3933.5465957880997,2811.83733437409
Prevalence,Sierra Leone,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2016.8777968252002,2303.46102155897,1726.71791224978
Prevalence,Nauru,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2310.8638589156403,2684.39522556368,1947.11671575933
Prevalence,Monaco,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,5075.29823632529,5876.08709977354,4318.3890201410895
Prevalence,Saint Kitts and Nevis,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2338.64659200769,2670.73823173427,2003.29541537413
Prevalence,Guam,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3461.2818313913303,3963.65864614011,2939.2893848756903
Prevalence,Cook Islands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3316.00684260078,3868.0790291969497,2791.8737342252803
Prevalence,Palau,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2196.39955335816,2572.34633846861,1829.5081059442098
Prevalence,Greenland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2860.90499175611,3288.5106534658003,2441.41155629896
Prevalence,Sudan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,3497.6983170368003,4004.67342669307,3002.78976580134
Prevalence,South Sudan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2014,2415.84672931702,2749.90082332035,2075.5992587523
